id,slug,market_segment,name,brand,type,category,description,price_base_usd,release_date,release_year,compatibility,specs,technologies,benchmarks,tags,created_at,price_base_eur
mb-asus-tuf-gaming-b650-e-wifi,asus-tuf-gaming-b650-e-wifi,mid-range,TUF GAMING B650-E WIFI,ASUS,motherboard,motherboard,"La versión duradera y fiable de ASUS para AM5, con soporte para PCIe 5.0.",179.99,2023-11-20,2023,"{""socket"":[""AM5""],""chipsets"":[""B650""],""ram_support"":[""DDR5-4800"",""DDR5-8000 (OC)""]}","{""wifi"":""Wi-Fi 6E"",""ethernet"":""Realtek 2.5GbE"",""m2_slots"":[""1x PCIe 5.0 x4"",""2x PCIe 4.0 x4""],""usb_ports"":{""usb_2"":4,""usb_3"":4,""usb_c"":2},""pcie_slots"":[""1x PCIe 4.0 x16"",""2x PCIe 4.0 x1""],""vrm_phases"":10,""audio_codec"":""Realtek ALC897"",""form_factor"":""ATX"",""power_phases"":""8+2+1"",""bios_features"":[""BIOS FlashBack""],""pcie_generation"":5,""vrm_quality_rating"":8.2}","[{""name"":""TUF Protection"",""description"":""Componentes de grado militar con disipadores VRM masivos para mayor durabilidad.""},{""name"":""Two-Way AI Noise Cancelation"",""description"":""Cancelación de ruido mediante IA para entrada y salida de audio limpia.""}]","{""boot_time_seconds"":17,""vrm_thermal_performance"":""Very Good""}","[""AMD B650"",""AM5"",""DDR5"",""ATX"",""TUF Gaming"",""WiFi 6E""]",2026-05-03 17:45:02+00,169.99
mb-b550m-aorus-elite,gigabyte-b550m-aorus-elite,mid-range,B550M AORUS ELITE,Gigabyte,motherboard,motherboard,"Placa base Micro-ATX con chipset AMD B550 para socket AM4, diseñada para procesadores Ryzen de las series 3000, 4000 y 5000. Cuenta con un VRM digital de 5+3 fases con MOSFETs de bajo RDS(on), soporte para PCIe 4.0 en la ranura principal y M.2 NVMe, doble ranura M.2, Ethernet Gigabyte Realtek 8118, y tecnología RGB Fusion 2.0.",109.99,2020-06-16,2020,"{""socket"":[""AM4""],""chipsets"":[""B550""],""ram_support"":[""DDR4-2133"",""DDR4-4733 (OC)""]}","{""wifi"":""No"",""ethernet"":""Realtek GbE LAN (1Gbps)"",""m2_slots"":[""1x PCIe 4.0 x4"",""1x PCIe 3.0 x4""],""usb_ports"":{""usb_2"":4,""usb_3"":4,""usb_c"":0},""pcie_slots"":[""1x PCIe 4.0 x16"",""1x PCIe 3.0 x16 (x4)"",""1x PCIe 3.0 x1""],""vrm_phases"":8,""audio_codec"":""Realtek ALC887 / ALC897"",""form_factor"":""mATX"",""power_phases"":""5+3"",""bios_features"":[""Q-Flash Plus"",""DualBIOS""],""pcie_generation"":4,""vrm_quality_rating"":7.5}","[{""name"":""PCIe 4.0 Support"",""description"":""Soporte PCIe 4.0 para tarjetas gráficas y SSDs NVMe M.2 de alta velocidad.""},{""name"":""5+3 Phases Digital VRM"",""description"":""Diseño de alimentación digital para un suministro estable a la CPU.""},{""name"":""Q-Flash Plus"",""description"":""Permite actualizar la BIOS sin necesidad de instalar CPU, memoria ni tarjeta gráfica.""},{""name"":""RGB Fusion 2.0"",""description"":""Soporte para iluminación LED direccionable y personalización de efectos.""}]","{""boot_time_seconds"":18,""vrm_thermal_performance"":""Good""}","[""AMD B550"",""AM4"",""DDR4"",""mATX"",""AORUS"",""Budget Gaming""]",2026-05-03 17:21:19.002022+00,101.19
mb-b650e-plus-wifi,asus-tuf-gaming-b650e-plus-wifi,mid-range,TUF GAMING B650E-PLUS WIFI,ASUS,motherboard,motherboard,"Placa base AMD AM5 de gama media con chipset B650, diseñada para ofrecer estabilidad y durabilidad militar. Soporta PCIe 5.0 nativo para GPU y un slot M.2, junto a una solución de alimentación robusta (12+2+1 fases, 80A DrMOS), conectividad Wi-Fi 6E y LAN 2.5Gb. Ideal para builds gaming confiables y de larga duración con procesadores Ryzen 7000/8000/9000.",239.00,2022-10-15,2022,"{""socket"":[""AM5""],""chipsets"":[""B650""],""ram_support"":[""DDR5-4800"",""DDR5-8000 (OC)""]}","{""wifi"":""Wi-Fi 6E"",""ethernet"":""2.5GbE"",""m2_slots"":[""1x PCIe 5.0 x4"",""2x PCIe 4.0 x4""],""usb_ports"":{""usb_2"":6,""usb_3"":3,""usb_c"":2},""pcie_slots"":[""1x PCIe 5.0 x16"",""1x PCIe 4.0 x16"",""2x PCIe 4.0 x1""],""vrm_phases"":15,""audio_codec"":""Realtek ALC1220P"",""form_factor"":""ATX"",""power_phases"":""12+2+1"",""bios_features"":[""BIOS FlashBack"",""Q-LED""],""pcie_generation"":5,""vrm_quality_rating"":8.5}","[{""name"":""PCIe 5.0"",""description"":""Compatible con la última generación de tarjetas gráficas y SSDs.""},{""name"":""12+2+1 80A DrMOS"",""description"":""Solución de alimentación robusta con componentes militares para un rendimiento estable.""},{""name"":""Wi-Fi 6E"",""description"":""Conectividad inalámbrica de última generación que desbloquea la banda de 6 GHz.""}]","{""boot_time_seconds"":15,""vrm_thermal_performance"":""Excellent""}","[""AM5"",""PCIe 5.0"",""Wi-Fi 6E"",""DDR5"",""TUF Gaming"",""Mid-Range""]",2026-05-03 17:21:19.002022+00,219.88
mb-b660m-plus-wifi,asus-tuf-gaming-b660m-plus-wifi,mid-range,TUF GAMING B660M-PLUS WIFI,ASUS,motherboard,motherboard,"Placa base Intel® B660 (LGA 1700) en formato mATX diseñada para ofrecer durabilidad y estabilidad a largo plazo. Cuenta con una solución de alimentación robusta de 10+1 fases DrMOS, soporte para PCIe 5.0, memoria DDR5 a 6000MHz (OC), dos ranuras M.2 PCIe 4.0 con disipadores y refrigeración integral. Ideal para builds gaming compactas con procesadores Intel de 12ᵃ generación.",239.00,2022-01-15,2022,"{""socket"":[""LGA1700""],""chipsets"":[""B660""],""ram_support"":[""DDR5-4800"",""DDR5-6000 (OC)""]}","{""wifi"":""Wi-Fi 6"",""ethernet"":""Realtek 2.5Gb Ethernet"",""m2_slots"":[""2x PCIe 4.0 x4""],""usb_ports"":{""usb_2"":6,""usb_3"":5,""usb_c"":2},""pcie_slots"":[""1x PCIe 5.0 x16"",""1x PCIe 3.0 x16 (x4)"",""1x PCIe 4.0 x1""],""vrm_phases"":11,""audio_codec"":""Realtek ALC897"",""form_factor"":""mATX"",""power_phases"":""10+1"",""bios_features"":[""UEFI AMI BIOS"",""BIOS FlashBack"",""Q-LED""],""pcie_generation"":5,""vrm_quality_rating"":8.5}","[{""name"":""PCIe 5.0 Support"",""description"":""Ranura PCIe 5.0 x16 para la máxima compatibilidad con gráficas de nueva generación.""},{""name"":""10+1 DrMOS Power Stages"",""description"":""VRM de alta eficiencia con componentes de grado militar.""},{""name"":""Wi-Fi 6"",""description"":""Conectividad inalámbrica de última generación con tecnología 802.11ax.""},{""name"":""Two-Way AI Noise Cancelation"",""description"":""Tecnología que reduce el ruido de fondo en el audio.""}]","{""boot_time_seconds"":15,""vrm_thermal_performance"":""Excellent""}","[""Intel B660"",""LGA1700"",""DDR5"",""PCIe 5.0"",""mATX"",""Gaming"",""Wi-Fi 6""]",2026-05-03 17:21:25.149159+00,219.88
mb-gigabyte-b650-eagle-ax,gigabyte-b650-eagle-ax,mid-range,B650 EAGLE AX,Gigabyte,motherboard,motherboard,"Una de las B650 más vendidas, con un gran equilibrio entre precio, conectividad y rendimiento.",159.99,2024-01-10,2024,"{""socket"":[""AM5""],""chipsets"":[""B650""],""ram_support"":[""DDR5-4800"",""DDR5-7600 (OC)""]}","{""wifi"":""Wi-Fi 6E"",""ethernet"":""Realtek 2.5GbE"",""m2_slots"":[""1x PCIe 5.0 x4"",""2x PCIe 4.0 x4""],""usb_ports"":{""usb_2"":4,""usb_3"":4,""usb_c"":1},""pcie_slots"":[""1x PCIe 4.0 x16"",""3x PCIe 3.0 x1""],""vrm_phases"":14,""audio_codec"":""Realtek ALC897"",""form_factor"":""ATX"",""power_phases"":""12+2+2"",""bios_features"":[""Q-Flash Plus""],""pcie_generation"":5,""vrm_quality_rating"":8}","[{""name"":""EZ-Latch"",""description"":""Mecanismo sin tornillos para la instalación sencilla de SSD M.2 y tarjetas gráficas.""},{""name"":""GIGABYTE PerfDrive"",""description"":""Ajustes preestablecidos de BIOS para optimizar el rendimiento y las temperaturas de los Ryzen.""}]","{""boot_time_seconds"":18,""vrm_thermal_performance"":""Good""}","[""AMD B650"",""AM5"",""DDR5"",""ATX"",""WiFi 6E"",""PCIe 5.0 M.2""]",2026-05-03 17:45:01+00,149.99
mb-gigabyte-x570s-aorus-elite,gigabyte-x570s-aorus-elite,high-end,X570S AORUS ELITE,Gigabyte,motherboard,motherboard,"Para quienes necesitan el máximo rendimiento y conectividad (más carriles PCIe, más USB).",249.99,2021-06-22,2021,"{""socket"":[""AM4""],""chipsets"":[""X570""],""ram_support"":[""DDR4-2133"",""DDR4-5400 (OC)""]}","{""wifi"":""No"",""ethernet"":""Realtek 2.5GbE"",""m2_slots"":[""3x PCIe 4.0 x4""],""usb_ports"":{""usb_2"":4,""usb_3"":5,""usb_c"":1},""pcie_slots"":[""1x PCIe 4.0 x16"",""2x PCIe 4.0 x16 (x4)""],""vrm_phases"":14,""audio_codec"":""Realtek ALC1220-VB"",""form_factor"":""ATX"",""power_phases"":""12+2"",""bios_features"":[""Q-Flash Plus""],""pcie_generation"":4,""vrm_quality_rating"":9.1}","[{""name"":""Silent X570S Design"",""description"":""Refrigeración pasiva completa del chipset X570 sin ventilador activo.""},{""name"":""Triple PCIe 4.0 M.2"",""description"":""Soporte para hasta 3 SSDs NVMe Gen4 a máxima velocidad.""}]","{""boot_time_seconds"":15,""vrm_thermal_performance"":""Outstanding""}","[""AMD X570"",""AM4"",""DDR4"",""ATX"",""AORUS"",""X570S""]",2026-05-03 17:40:04+00,239.99
mb-gigabyte-z790-aorus-elite-ax,gigabyte-z790-aorus-elite-ax,high-end,Z790 AORUS ELITE AX,Gigabyte,motherboard,motherboard,"Una de las Z790 más populares, con un excelente equilibrio entre precio, prestaciones y overclocking. Lista para exprimir el rendimiento de la 13ª y 14ª Gen.",259.99,2022-10-20,2022,"{""socket"":[""LGA 1700""],""chipsets"":[""Z790""],""ram_support"":[""DDR5-4800"",""DDR5-7600 (OC)""]}","{""wifi"":""Wi-Fi 6E"",""ethernet"":""Realtek 2.5GbE"",""m2_slots"":[""4x PCIe 4.0 x4""],""usb_ports"":{""usb_2"":4,""usb_3"":5,""usb_c"":1},""pcie_slots"":[""1x PCIe 5.0 x16"",""2x PCIe 4.0 x16 (x4)""],""vrm_phases"":19,""audio_codec"":""Realtek ALC897"",""form_factor"":""ATX"",""power_phases"":""16+1+2"",""bios_features"":[""Q-Flash Plus"",""Multi-Key""],""pcie_generation"":5,""vrm_quality_rating"":9.2}","[{""name"":""Twin 16+1+2 Digital VRM"",""description"":""Fases de poder monstruosas de 70A para overclock extremo.""},{""name"":""EZ-Latch Plus"",""description"":""Liberación rápida para ranuras M.2 y PCIe.""}]","{""boot_time_seconds"":15,""vrm_thermal_performance"":""Outstanding""}","[""Intel Z790"",""LGA 1700"",""DDR5"",""ATX"",""AORUS"",""Overclocking""]",2026-05-03 17:30:05+00,249.99
mb-gigabyte-z890-aorus-pro-ice,gigabyte-z890-aorus-pro-ice,high-end,Z890 AORUS PRO ICE,Gigabyte,motherboard,motherboard,"Con una espectacular estética blanca, alimentación de 16+1+2 fases y 5 ranuras M.2, es ideal para extraer el máximo rendimiento al Intel Core Ultra 9 285K.",399.99,2024-10-24,2024,"{""socket"":[""LGA 1851""],""chipsets"":[""Z890""],""ram_support"":[""DDR5-5600"",""DDR5-8933 (OC)""]}","{""wifi"":""Wi-Fi 7"",""ethernet"":""Realtek 5GbE"",""m2_slots"":[""1x PCIe 5.0 x4"",""4x PCIe 4.0 x4""],""usb_ports"":{""usb_2"":4,""usb_3"":4,""usb_c"":2},""pcie_slots"":[""1x PCIe 5.0 x16"",""2x PCIe 4.0 x16 (x4)""],""vrm_phases"":19,""audio_codec"":""Realtek ALC1220-VB"",""form_factor"":""ATX"",""power_phases"":""16+1+2"",""bios_features"":[""Q-Flash Plus"",""UC BIOS""],""pcie_generation"":5,""vrm_quality_rating"":9.4}","[{""name"":""ICE White Design"",""description"":""PCB blanco integral con armadura y disipadores térmicos Ice-White.""},{""name"":""EZ-Latch Click & Release"",""description"":""Instalación sin herramientas para SSD M.2 y tarjetas gráficas.""}]","{""boot_time_seconds"":14,""vrm_thermal_performance"":""Outstanding""}","[""Intel Z890"",""LGA 1851"",""DDR5"",""ATX"",""AORUS ICE"",""White Build"",""High-End""]",2026-05-03 17:35:02+00,389.99
mb-msi-a520m-a-pro,msi-a520m-a-pro,entry-level,A520M-A PRO,MSI,motherboard,motherboard,"La opción más económica para dar vida a un procesador Ryzen 5000, ideal para equipos de oficina o gaming ligero.",69.99,2020-08-18,2020,"{""socket"":[""AM4""],""chipsets"":[""A520""],""ram_support"":[""DDR4-2133"",""DDR4-4600 (OC)""]}","{""wifi"":""No"",""ethernet"":""Realtek RTL8111H (1Gbps)"",""m2_slots"":[""1x PCIe 3.0 x4""],""usb_ports"":{""usb_2"":2,""usb_3"":4,""usb_c"":0},""pcie_slots"":[""1x PCIe 3.0 x16"",""1x PCIe 3.0 x1""],""vrm_phases"":6,""audio_codec"":""Realtek ALC892 / ALC897"",""form_factor"":""mATX"",""power_phases"":""4+2"",""bios_features"":[""Click BIOS 5""],""pcie_generation"":3,""vrm_quality_rating"":5}","[{""name"":""Core Boost"",""description"":""Diseño optimizado de suministro eléctrico para CPUs de varios núcleos.""},{""name"":""Audio Boost"",""description"":""Calidad de sonido aislada de grado de estudio.""}]","{""boot_time_seconds"":20,""vrm_thermal_performance"":""Acceptable""}","[""AMD A520"",""AM4"",""DDR4"",""mATX"",""Budget""]",2026-05-03 17:40:00+00,64.99
mb-msi-b760m-bomber,msi-b760m-bomber,entry-level,B760M BOMBER,MSI,motherboard,motherboard,Opción económica y popular con chipset B760 para builds modernas sin grandes pretensiones. Excelente soporte para memorias veloces sin gastar demasiado.,109.99,2023-01-03,2023,"{""socket"":[""LGA 1700""],""chipsets"":[""B760""],""ram_support"":[""DDR5-4800"",""DDR5-6400 (OC)""]}","{""wifi"":""No"",""ethernet"":""Realtek 2.5GbE"",""m2_slots"":[""2x PCIe 4.0 x4""],""usb_ports"":{""usb_2"":4,""usb_3"":2,""usb_c"":0},""pcie_slots"":[""1x PCIe 4.0 x16"",""1x PCIe 4.0 x1""],""vrm_phases"":7,""audio_codec"":""Realtek ALC897"",""form_factor"":""mATX"",""power_phases"":""5+1+1"",""bios_features"":[""EZ Debug LED""],""pcie_generation"":4,""vrm_quality_rating"":6}","[{""name"":""Lightning Gen 4"",""description"":""Solución de transferencia de datos PCIe 4.0 super rápida.""},{""name"":""Memory Boost"",""description"":""Circuito de memoria aislado.""}]","{""boot_time_seconds"":19,""vrm_thermal_performance"":""Average""}","[""Intel B760"",""LGA 1700"",""DDR5"",""mATX"",""Bomber""]",2026-05-03 17:30:01+00,104.99
mb-msi-mag-b550-tomahawk,msi-mag-b550-tomahawk,mid-range,MAG B550 TOMAHAWK,MSI,motherboard,motherboard,Un clásico absoluto. Es la opción más equilibrada para casi cualquier Ryzen 5000.,169.99,2020-06-16,2020,"{""socket"":[""AM4""],""chipsets"":[""B550""],""ram_support"":[""DDR4-2133"",""DDR4-5100 (OC)""]}","{""wifi"":""No"",""ethernet"":""Realtek 2.5GbE + 1GbE Dual LAN"",""m2_slots"":[""1x PCIe 4.0 x4"",""1x PCIe 3.0 x4""],""usb_ports"":{""usb_2"":2,""usb_3"":3,""usb_c"":1},""pcie_slots"":[""1x PCIe 4.0 x16"",""1x PCIe 3.0 x16 (x4)"",""2x PCIe 3.0 x1""],""vrm_phases"":13,""audio_codec"":""Realtek ALC1200"",""form_factor"":""ATX"",""power_phases"":""10+2+1"",""bios_features"":[""Flash BIOS Button""],""pcie_generation"":4,""vrm_quality_rating"":8.8}","[{""name"":""Extended Heatsink"",""description"":""Disipadores ampliados sobre el VRM para mantener bajas temperaturas.""},{""name"":""M.2 Shield Frozr"",""description"":""Protección térmica para prevenir estrangulamiento en los SSD M.2.""}]","{""boot_time_seconds"":17,""vrm_thermal_performance"":""Excellent""}","[""AMD B550"",""AM4"",""DDR4"",""ATX"",""Tomahawk"",""Mid-Range""]",2026-05-03 17:40:02+00,159.99
mb-msi-mag-b650-tomahawk-wifi,msi-mag-b650-tomahawk-wifi,mid-high,MAG B650 TOMAHAWK WIFI,MSI,motherboard,motherboard,La evolución de la mítica Tomahawk para AM5. Una opción muy popular y robusta.,219.99,2022-10-04,2022,"{""socket"":[""AM5""],""chipsets"":[""B650""],""ram_support"":[""DDR5-4800"",""DDR5-7600 (OC)""]}","{""wifi"":""Wi-Fi 6E"",""ethernet"":""Realtek RTL8125BG 2.5GbE"",""m2_slots"":[""3x PCIe 4.0 x4""],""usb_ports"":{""usb_2"":2,""usb_3"":6,""usb_c"":2},""pcie_slots"":[""1x PCIe 4.0 x16"",""1x PCIe 4.0 x16 (x4)"",""1x PCIe 3.0 x1""],""vrm_phases"":17,""audio_codec"":""Realtek ALC4080"",""form_factor"":""ATX"",""power_phases"":""14+2+1"",""bios_features"":[""Flash BIOS Button""],""pcie_generation"":4,""vrm_quality_rating"":9.2}","[{""name"":""Extended Heatsink"",""description"":""Disipador ampliado para el VRM que garantiza el máximo rendimiento en cargas continuas.""},{""name"":""Lightning Gen 4 M.2"",""description"":""Ranuras M.2 refrigeradas con Shield Frozr para máximo rendimiento de almacenamiento.""}]","{""boot_time_seconds"":16,""vrm_thermal_performance"":""Excellent""}","[""AMD B650"",""AM5"",""DDR5"",""ATX"",""Tomahawk"",""WiFi 6E""]",2026-05-03 17:45:03+00,209.99
mb-msi-mag-b760m-mortar-ii,msi-mag-b760m-mortar-ii,mid-range,MAG B760M MORTAR II,MSI,motherboard,motherboard,"Famosa por su excelente relación calidad-precio, buena refrigeración y gran estabilidad. Ideal para combinar con un i5-13600K o i7.",169.99,2023-10-25,2023,"{""socket"":[""LGA 1700""],""chipsets"":[""B760""],""ram_support"":[""DDR5-4800"",""DDR5-7800 (OC)""]}","{""wifi"":""Wi-Fi 6E"",""ethernet"":""Realtek 2.5GbE"",""m2_slots"":[""3x PCIe 4.0 x4""],""usb_ports"":{""usb_2"":4,""usb_3"":3,""usb_c"":1},""pcie_slots"":[""1x PCIe 5.0 x16"",""1x PCIe 3.0 x4""],""vrm_phases"":14,""audio_codec"":""Realtek ALC897"",""form_factor"":""mATX"",""power_phases"":""12+1+1"",""bios_features"":[""Flash BIOS Button""],""pcie_generation"":5,""vrm_quality_rating"":8}","[{""name"":""Extended Heatsink"",""description"":""Disipadores térmicos agrandados para VRM y M.2 Shield Frozr.""},{""name"":""PCIe 5.0 Slot"",""description"":""Ranura reforzada Steel Armor lista para gráficas de nueva generación.""}]","{""boot_time_seconds"":18,""vrm_thermal_performance"":""Excellent""}","[""Intel B760"",""LGA 1700"",""DDR5"",""mATX"",""MORTAR"",""Mid-Range""]",2026-05-03 17:30:02+00,159.99
mb-msi-mag-x870-tomahawk-wifi,msi-mag-x870-tomahawk-wifi,high-end,MAG X870 TOMAHAWK WIFI,MSI,motherboard,motherboard,"La nueva generación para AM5, preparada para los Ryzen 9000 con lo último en conectividad.",299.99,2024-09-30,2024,"{""socket"":[""AM5""],""chipsets"":[""X870""],""ram_support"":[""DDR5-4800"",""DDR5-8400 (OC)""]}","{""wifi"":""Wi-Fi 7"",""ethernet"":""Realtek 5GbE"",""m2_slots"":[""2x PCIe 5.0 x4"",""2x PCIe 4.0 x4""],""usb_ports"":{""usb_2"":2,""usb_3"":5,""usb_c"":2},""pcie_slots"":[""1x PCIe 5.0 x16"",""1x PCIe 4.0 x16 (x4)""],""vrm_phases"":17,""audio_codec"":""Realtek ALC4080"",""form_factor"":""ATX"",""power_phases"":""14+2+1"",""bios_features"":[""EZ Flash"",""EZ M.2 Clip II""],""pcie_generation"":5,""vrm_quality_rating"":9.5}","[{""name"":""Wi-Fi 7 Ready"",""description"":""Soporte para redes Wi-Fi 7 de ultravelocidad de hasta 5.8 Gbps y canales de 320 MHz.""},{""name"":""USB4 40Gbps"",""description"":""Puertos Type-C USB4 nativos para altas velocidades de transferencia y conectividad con pantallas.""}]","{""boot_time_seconds"":13,""vrm_thermal_performance"":""Exceptional""}","[""AMD X870"",""AM5"",""DDR5"",""ATX"",""Tomahawk"",""WiFi 7"",""USB4"",""Ryzen 9000""]",2026-05-03 17:45:06+00,289.99
mb-msi-pro-b650m-b,msi-pro-b650m-b,entry-level,PRO B650M-B,MSI,motherboard,motherboard,La opción más económica para adentrarse en AM5 con un procesador Ryzen 7000 o 9000.,99.99,2023-10-15,2023,"{""socket"":[""AM5""],""chipsets"":[""B650""],""ram_support"":[""DDR5-4800"",""DDR5-6800 (OC)""]}","{""wifi"":""No"",""ethernet"":""Realtek RTL8125BG (2.5Gbps)"",""m2_slots"":[""1x PCIe 4.0 x4""],""usb_ports"":{""usb_2"":4,""usb_3"":2,""usb_c"":1},""pcie_slots"":[""1x PCIe 4.0 x16"",""1x PCIe 3.0 x1""],""vrm_phases"":10,""audio_codec"":""Realtek ALC897"",""form_factor"":""mATX"",""power_phases"":""8+2+1"",""bios_features"":[""Flash BIOS Button""],""pcie_generation"":4,""vrm_quality_rating"":6}","[{""name"":""Core Boost"",""description"":""Diseño de energía optimizado para admitir CPUs de varios núcleos con máximo rendimiento.""},{""name"":""Memory Boost"",""description"":""Circuito de memoria totalmente aislado para señales puras y estabilidad.""}]","{""boot_time_seconds"":22,""vrm_thermal_performance"":""Acceptable""}","[""AMD B650"",""AM5"",""DDR5"",""mATX"",""Budget""]",2026-05-03 17:45:00+00,94.99
mb-msi-pro-h610m-g-ddr4,msi-pro-h610m-g-ddr4,entry-level,PRO H610M-G DDR4,MSI,motherboard,motherboard,Placa base de presupuesto para builds muy ajustadas con CPUs como el Intel Core i5-12400F. Ofrece lo esencial para sistemas de oficina o gaming de entrada.,89.99,2022-01-04,2022,"{""socket"":[""LGA 1700""],""chipsets"":[""H610""],""ram_support"":[""DDR4-2133"",""DDR4-3200""]}","{""wifi"":""No"",""ethernet"":""Intel I219V (1Gbps)"",""m2_slots"":[""1x PCIe 3.0 x4""],""usb_ports"":{""usb_2"":4,""usb_3"":2,""usb_c"":0},""pcie_slots"":[""1x PCIe 4.0 x16"",""1x PCIe 3.0 x1""],""vrm_phases"":6,""audio_codec"":""Realtek ALC897"",""form_factor"":""mATX"",""power_phases"":""4+1+1"",""bios_features"":[""Click BIOS 5""],""pcie_generation"":4,""vrm_quality_rating"":5}","[{""name"":""Core Boost"",""description"":""Diseño premium para soportar más núcleos y proporcionar un rendimiento estable.""},{""name"":""PCIe 4.0"",""description"":""Ranura de acero con tecnología PCIe 4.0.""}]","{""boot_time_seconds"":21,""vrm_thermal_performance"":""Acceptable""}","[""Intel H610"",""LGA 1700"",""DDR4"",""mATX"",""Budget""]",2026-05-03 17:30:00+00,85.99
mb-msi-z790-gaming-plus-wifi,msi-z790-gaming-plus-wifi,high-end,Z790 GAMING PLUS WIFI,MSI,motherboard,motherboard,"Diseñada para CPUs tope de gama como el 14900KF, con una robusta fase de alimentación y amplia conectividad, garantizando bajas temperaturas bajo estrés continuo.",229.99,2023-08-15,2023,"{""socket"":[""LGA 1700""],""chipsets"":[""Z790""],""ram_support"":[""DDR5-4800"",""DDR5-7200 (OC)""]}","{""wifi"":""Wi-Fi 6E"",""ethernet"":""Intel 2.5GbE"",""m2_slots"":[""4x PCIe 4.0 x4""],""usb_ports"":{""usb_2"":4,""usb_3"":3,""usb_c"":1},""pcie_slots"":[""1x PCIe 5.0 x16"",""1x PCIe 4.0 x16 (x4)"",""2x PCIe 3.0 x1""],""vrm_phases"":16,""audio_codec"":""Realtek ALC897"",""form_factor"":""ATX"",""power_phases"":""14+1+1"",""bios_features"":[""Flash BIOS Button""],""pcie_generation"":5,""vrm_quality_rating"":8.9}","[{""name"":""Premium Thermal Design"",""description"":""Pads térmicos de 7W/mK y disipadores ampliados para máxima disipación.""},{""name"":""Core Boost"",""description"":""Layout premium de energía para soportar procesadores multi-núcleo potentes.""}]","{""boot_time_seconds"":16,""vrm_thermal_performance"":""Excellent""}","[""Intel Z790"",""LGA 1700"",""DDR5"",""ATX"",""Gaming Plus""]",2026-05-03 17:30:06+00,219.99
mb-msi-z890-tomahawk-wifi,msi-z890-tomahawk-wifi,high-end,MAG Z890 TOMAHAWK WIFI,MSI,motherboard,motherboard,"Versión mejorada de la clásica Tomahawk para la nueva plataforma LGA 1851, con conectividad Wi-Fi 7 ultra veloz y 2.5G LAN.",319.99,2024-10-24,2024,"{""socket"":[""LGA 1851""],""chipsets"":[""Z890""],""ram_support"":[""DDR5-5600"",""DDR5-9200 (OC)""]}","{""wifi"":""Wi-Fi 7"",""ethernet"":""Intel 2.5GbE"",""m2_slots"":[""1x PCIe 5.0 x4"",""3x PCIe 4.0 x4""],""usb_ports"":{""usb_2"":4,""usb_3"":4,""usb_c"":2},""pcie_slots"":[""1x PCIe 5.0 x16"",""2x PCIe 4.0 x16 (x4)""],""vrm_phases"":18,""audio_codec"":""Realtek ALC1220P"",""form_factor"":""ATX"",""power_phases"":""16+1+1+1"",""bios_features"":[""Flash BIOS Button"",""Clear CMOS""],""pcie_generation"":5,""vrm_quality_rating"":9.2}","[{""name"":""Ultra Performance VRM"",""description"":""Sistema de energía digital de 90A Smart Power Stage.""},{""name"":""EZ M.2 Shield Frozr II"",""description"":""Disipadores M.2 magnéticos de fácil extracción.""}]","{""boot_time_seconds"":14,""vrm_thermal_performance"":""Outstanding""}","[""Intel Z890"",""LGA 1851"",""DDR5"",""ATX"",""Tomahawk"",""MAG""]",2026-05-03 17:35:03+00,309.99
