id,slug,market_segment,name,brand,type,category,description,price_base_usd,release_date,release_year,compatibility,specs,technologies,benchmarks,tags,created_at,price_base_eur
ram-gskill-ripjaws-v-ddr4-16gb-1x16-3200-cl16,gskill-ripjaws-v-ddr4-16gb-1x16-3200-cl16,budget,G.Skill Ripjaws V 16GB (1x16GB) DDR4 3200MHz CL16,G.Skill,ram,Memory Module,"Módulo G.Skill Ripjaws V DDR4 de 16GB en configuración single channel 1x16GB, SKU F4-3200C16S-16GVK. Funciona a 3200MT/s mediante Intel XMP 2.0, con latencias 16-18-18-38, voltaje de 1.35V, formato UDIMM de 288 pines, Non-ECC y Unbuffered.",138.80,,,"{""technology"":""DDR4""}","{""speed"":3200,""latency"":16,""voltage"":1.35,""capacity"":16,""technology"":""DDR4"",""ecc_support"":false,""dual_channel"":""1x16"",""has_dram_cache"":false,""profile_support"":[""XMP 2.0""],""overclocking_headroom"":""Medium""}","[{""name"":""Intel XMP 2.0"",""description"":""Perfil de memoria que aplica automáticamente velocidad, voltaje y latencias probadas.""},{""name"":""Aluminum Heat Spreader"",""description"":""Disipador de aluminio para ayudar a mantener temperaturas estables.""},{""name"":""Non-ECC Unbuffered UDIMM"",""description"":""Memoria de escritorio estándar sin ECC y sin registro/buffer.""},{""name"":""Rigorous Validation"",""description"":""G.Skill valida sus kits para estabilidad y compatibilidad en plataformas DDR4.""}]","{""latency_ns"":72,""read_speed"":23,""write_speed"":22}","[""DDR4"",""G.Skill"",""Ripjaws V"",""16GB"",""1x16"",""Single Channel"",""3200MHz"",""CL16"",""XMP 2.0""]",2026-08-17 10:52:00+00,127.70
ram-gskill-ripjaws-v-ddr4-16gb-2x8-3200-cl16,gskill-ripjaws-v-ddr4-16gb-2x8-3200-cl16,budget,G.Skill Ripjaws V 16GB (2x8GB) DDR4 3200MHz CL16,G.Skill,ram,Memory Module,"Kit clásico G.Skill Ripjaws V DDR4 de 16GB en configuración dual channel 2x8GB, SKU F4-3200C16D-16GVKB. Trabaja a 3200MT/s mediante Intel XMP 2.0, con latencias 16-18-18-38, voltaje de 1.35V, formato UDIMM de 288 pines, Non-ECC y Unbuffered.",137.93,,,"{""technology"":""DDR4""}","{""speed"":3200,""latency"":16,""voltage"":1.35,""capacity"":16,""technology"":""DDR4"",""ecc_support"":false,""dual_channel"":""2x8"",""has_dram_cache"":false,""profile_support"":[""XMP 2.0""],""overclocking_headroom"":""Medium""}","[{""name"":""Intel XMP 2.0"",""description"":""Perfil de memoria que aplica automáticamente velocidad, voltaje y latencias probadas.""},{""name"":""Aluminum Heat Spreader"",""description"":""Disipador de aluminio para ayudar a mantener temperaturas estables.""},{""name"":""Non-ECC Unbuffered UDIMM"",""description"":""Memoria de escritorio estándar sin ECC y sin registro/buffer.""},{""name"":""Rigorous Validation"",""description"":""G.Skill valida sus kits para estabilidad y compatibilidad en plataformas DDR4.""}]","{""latency_ns"":70,""read_speed"":45,""write_speed"":43}","[""DDR4"",""G.Skill"",""Ripjaws V"",""16GB"",""2x8"",""3200MHz"",""CL16"",""XMP 2.0""]",2026-08-17 10:52:00+00,126.90
ram-gskill-ripjaws-v-ddr4-32gb-2x16-3200-cl16,gskill-ripjaws-v-ddr4-32gb-2x16-3200-cl16,budget,G.Skill Ripjaws V 32GB (2x16GB) DDR4 3200MHz CL16,G.Skill,ram,Memory Module,"Kit de memoria G.Skill Ripjaws V DDR4 de 32GB en configuración dual channel 2x16GB, SKU F4-3200C16D-32GVK. Funciona a 3200MT/s mediante Intel XMP 2.0, con latencias 16-18-18-38, voltaje de 1.35V, formato UDIMM de 288 pines, Non-ECC y Unbuffered.",250.65,,,"{""technology"":""DDR4""}","{""speed"":3200,""latency"":16,""voltage"":1.35,""capacity"":32,""technology"":""DDR4"",""ecc_support"":false,""dual_channel"":""2x16"",""has_dram_cache"":false,""profile_support"":[""XMP 2.0""],""overclocking_headroom"":""Medium""}","[{""name"":""Intel XMP 2.0"",""description"":""Perfil de memoria que aplica automáticamente velocidad, voltaje y latencias probadas.""},{""name"":""Aluminum Heat Spreader"",""description"":""Disipador de aluminio para ayudar a mantener temperaturas estables.""},{""name"":""Non-ECC Unbuffered UDIMM"",""description"":""Memoria de escritorio estándar sin ECC y sin registro/buffer.""},{""name"":""Rigorous Validation"",""description"":""G.Skill valida sus kits para estabilidad y compatibilidad en plataformas DDR4.""}]","{""latency_ns"":70,""read_speed"":45,""write_speed"":43}","[""DDR4"",""G.Skill"",""Ripjaws V"",""32GB"",""2x16"",""3200MHz"",""CL16"",""XMP 2.0""]",2026-08-17 10:52:00+00,230.60
ram-gskill-ripjaws-v-ddr4-8gb-1x8-3200-cl16,gskill-ripjaws-v-ddr4-8gb-1x8-3200-cl16,budget,G.Skill Ripjaws V 8GB (1x8GB) DDR4 3200MHz CL16,G.Skill,ram,Memory Module,"Módulo G.Skill Ripjaws V DDR4 de 8GB en configuración single channel 1x8GB, SKU F4-3200C16S-8GVKB. Variante básica DDR4-3200 CL16 para ampliaciones económicas o builds de entrada, con perfil Intel XMP 2.0, voltaje de 1.35V, formato UDIMM de 288 pines, Non-ECC y Unbuffered.",68.97,,,"{""technology"":""DDR4""}","{""speed"":3200,""latency"":16,""voltage"":1.35,""capacity"":8,""technology"":""DDR4"",""ecc_support"":false,""dual_channel"":""1x8"",""has_dram_cache"":false,""profile_support"":[""XMP 2.0""],""overclocking_headroom"":""Medium""}","[{""name"":""Intel XMP 2.0"",""description"":""Perfil de memoria que aplica automáticamente velocidad, voltaje y latencias probadas.""},{""name"":""Aluminum Heat Spreader"",""description"":""Disipador de aluminio para ayudar a mantener temperaturas estables.""},{""name"":""Non-ECC Unbuffered UDIMM"",""description"":""Memoria de escritorio estándar sin ECC y sin registro/buffer.""},{""name"":""Rigorous Validation"",""description"":""G.Skill valida sus kits para estabilidad y compatibilidad en plataformas DDR4.""}]","{""latency_ns"":72,""read_speed"":23,""write_speed"":22}","[""DDR4"",""G.Skill"",""Ripjaws V"",""8GB"",""1x8"",""Single Channel"",""3200MHz"",""CL16"",""XMP 2.0""]",2026-08-17 10:52:00+00,63.45
ram-gskill-trident-z5-neo-ddr5-32gb-2x16-6000-cl30-expo,gskill-trident-z5-neo-ddr5-32gb-2x16-6000-cl30-expo,performance,G.Skill Trident Z5 Neo 32GB (2x16GB) DDR5 6000MHz CL30 AMD EXPO,G.Skill,ram,Memory Module,"Kit G.Skill Trident Z5 Neo DDR5 de 32GB en configuración dual channel 2x16GB, SKU F5-6000J3038F16GX2-TZ5N. Optimizado para plataformas AMD AM5, funciona a 6000MT/s con latencias 30-38-38-96, voltaje probado de 1.35V, perfiles Intel XMP 3.0 y AMD EXPO, formato UDIMM, Non-ECC y Unbuffered.",604.99,,,"{""technology"":""DDR5""}","{""speed"":6000,""latency"":30,""timings"":""30-38-38-96"",""voltage"":1.35,""buffered"":false,""capacity"":32,""bandwidth"":""PC5-48000"",""spd_speed"":4800,""technology"":""DDR5"",""ecc_support"":false,""form_factor"":""288-pin UDIMM"",""spd_voltage"":1.1,""dual_channel"":""2x16"",""module_count"":2,""has_dram_cache"":false,""module_capacity"":16,""profile_support"":[""Intel XMP 3.0"",""AMD EXPO""],""overclocking_headroom"":""High""}","[{""name"":""AMD EXPO"",""description"":""Perfil de overclocking optimizado para plataformas AMD Ryzen AM5.""},{""name"":""Intel XMP 3.0"",""description"":""Perfil de memoria compatible con plataformas Intel DDR5 compatibles.""},{""name"":""Hand-Screened DDR5 ICs"",""description"":""Circuitos integrados DDR5 seleccionados para estabilidad a altas frecuencias.""},{""name"":""Aluminum Heat Spreader"",""description"":""Disipador de aluminio negro con diseño Trident Z5 Neo.""},{""name"":""Limited Lifetime Warranty"",""description"":""Garantía limitada de por vida proporcionada por G.Skill.""}]","{""latency_ns"":10,""read_speed"":96,""write_speed"":96}","[""DDR5"",""G.Skill"",""Trident Z5 Neo"",""32GB"",""2x16"",""6000MHz"",""CL30"",""AMD EXPO"",""AM5 Sweet Spot""]",2026-08-17 11:10:00+00,505.87
ram-gskill-trident-z5-neo-ddr5-64gb-2x32-6000-cl30-expo,gskill-trident-z5-neo-ddr5-64gb-2x32-6000-cl30-expo,performance,G.Skill Trident Z5 Neo 64GB (2x32GB) DDR5 6000MHz CL30 AMD EXPO,G.Skill,ram,Memory Module,"Kit G.Skill Trident Z5 Neo DDR5 de 64GB en configuración dual channel 2x32GB, SKU F5-6000J3040G32GX2-TZ5N. Optimizado para plataformas AMD AM5, funciona a 6000MT/s con latencias 30-40-40-96, voltaje probado de 1.40V, perfiles Intel XMP 3.0 y AMD EXPO, formato UDIMM, Non-ECC y Unbuffered.",1269.99,,,"{""technology"":""DDR5""}","{""speed"":6000,""latency"":30,""timings"":""30-40-40-96"",""voltage"":1.4,""buffered"":false,""capacity"":64,""bandwidth"":""PC5-48000"",""spd_speed"":4800,""technology"":""DDR5"",""ecc_support"":false,""form_factor"":""288-pin UDIMM"",""spd_voltage"":1.1,""dual_channel"":""2x32"",""module_count"":2,""has_dram_cache"":false,""module_capacity"":32,""profile_support"":[""Intel XMP 3.0"",""AMD EXPO""],""overclocking_headroom"":""High""}","[{""name"":""AMD EXPO"",""description"":""Perfil de overclocking optimizado para plataformas AMD Ryzen AM5.""},{""name"":""Intel XMP 3.0"",""description"":""Perfil de memoria compatible con plataformas Intel DDR5 compatibles.""},{""name"":""Hand-Screened DDR5 ICs"",""description"":""Circuitos integrados DDR5 seleccionados para estabilidad a altas frecuencias.""},{""name"":""Aluminum Heat Spreader"",""description"":""Disipador de aluminio negro con diseño Trident Z5 Neo.""},{""name"":""Limited Lifetime Warranty"",""description"":""Garantía limitada de por vida proporcionada por G.Skill.""}]","{""latency_ns"":10,""read_speed"":96,""write_speed"":96}","[""DDR5"",""G.Skill"",""Trident Z5 Neo"",""64GB"",""2x32"",""6000MHz"",""CL30"",""AMD EXPO"",""High Capacity""]",2026-08-17 11:10:00+00,1143.49
ram-gskill-trident-z5-rgb-ddr5-16gb-1x16-6000-cl36-xmp,gskill-trident-z5-rgb-ddr5-16gb-1x16-6000-cl36-xmp,performance,G.Skill Trident Z5 RGB 16GB (1x16GB) DDR5 6000MHz CL36 Intel XMP,G.Skill,ram,Memory Module,"Módulo G.Skill Trident Z5 RGB DDR5 de 16GB en configuración single channel 1x16GB, SKU F5-6000J3636F16GX1-TZ5RK. Funciona a 6000MT/s con latencias 36-36-36-96, voltaje probado de 1.35V, perfiles Intel XMP 3.0 y AMD EXPO, formato UDIMM, Non-ECC, Unbuffered y disipador RGB en color negro.",199.99,,,"{""technology"":""DDR5""}","{""speed"":6000,""latency"":36,""timings"":""36-36-36-96"",""voltage"":1.35,""buffered"":false,""capacity"":16,""bandwidth"":""PC5-48000"",""spd_speed"":4800,""technology"":""DDR5"",""ecc_support"":false,""form_factor"":""288-pin UDIMM"",""spd_voltage"":1.1,""dual_channel"":""1x16"",""module_count"":1,""has_dram_cache"":false,""module_capacity"":16,""profile_support"":[""Intel XMP 3.0"",""AMD EXPO""],""overclocking_headroom"":""High""}","[{""name"":""Intel XMP 3.0"",""description"":""Perfil de overclocking optimizado para plataformas Intel DDR5 compatibles.""},{""name"":""AMD EXPO"",""description"":""Perfil adicional de overclocking compatible con plataformas AMD DDR5 compatibles.""},{""name"":""RGB Lighting"",""description"":""Iluminación RGB configurable mediante software G.Skill o software compatible de placa base.""},{""name"":""Hand-Screened DDR5 ICs"",""description"":""Circuitos integrados DDR5 seleccionados para estabilidad a frecuencias elevadas.""},{""name"":""Single Module Upgrade"",""description"":""Formato de módulo único útil para ampliar capacidad manteniendo ranuras libres.""},{""name"":""Limited Lifetime Warranty"",""description"":""Garantía limitada de por vida proporcionada por G.Skill.""}]","{""latency_ns"":12,""read_speed"":48,""write_speed"":48}","[""DDR5"",""G.Skill"",""Trident Z5 RGB"",""16GB"",""1x16"",""Single Channel"",""6000MHz"",""CL36"",""Intel XMP 3.0"",""RGB""]",2026-08-17 11:25:00+00,205.11
ram-gskill-trident-z5-rgb-ddr5-32gb-2x16-6000-cl36-xmp,gskill-trident-z5-rgb-ddr5-32gb-2x16-6000-cl36-xmp,performance,G.Skill Trident Z5 RGB 32GB (2x16GB) DDR5 6000MHz CL36 Intel XMP,G.Skill,ram,Memory Module,"Kit G.Skill Trident Z5 RGB DDR5 de 32GB en configuración dual channel 2x16GB, SKU F5-6000J3636F16GX2-TZ5RK. Diseñado para plataformas DDR5 de alto rendimiento, funciona a 6000MT/s con latencias 36-36-36-96, voltaje probado de 1.35V, perfiles Intel XMP 3.0 y AMD EXPO, formato UDIMM, Non-ECC, Unbuffered y disipador RGB en color negro.",509.99,,,"{""technology"":""DDR5""}","{""speed"":6000,""latency"":36,""timings"":""36-36-36-96"",""voltage"":1.35,""buffered"":false,""capacity"":32,""bandwidth"":""PC5-48000"",""spd_speed"":4800,""technology"":""DDR5"",""ecc_support"":false,""form_factor"":""288-pin UDIMM"",""spd_voltage"":1.1,""dual_channel"":""2x16"",""module_count"":2,""has_dram_cache"":false,""module_capacity"":16,""profile_support"":[""Intel XMP 3.0"",""AMD EXPO""],""overclocking_headroom"":""High""}","[{""name"":""Intel XMP 3.0"",""description"":""Perfil de overclocking optimizado para plataformas Intel DDR5 compatibles.""},{""name"":""AMD EXPO"",""description"":""Perfil adicional de overclocking compatible con plataformas AMD DDR5 compatibles.""},{""name"":""RGB Lighting"",""description"":""Iluminación RGB configurable mediante software G.Skill o software compatible de placa base.""},{""name"":""Hand-Screened DDR5 ICs"",""description"":""Circuitos integrados DDR5 seleccionados para estabilidad a frecuencias elevadas.""},{""name"":""Aluminum Heat Spreader"",""description"":""Disipador de aluminio con diseño Trident Z5 RGB para disipación térmica pasiva.""},{""name"":""Limited Lifetime Warranty"",""description"":""Garantía limitada de por vida proporcionada por G.Skill.""}]","{""latency_ns"":12,""read_speed"":96,""write_speed"":96}","[""DDR5"",""G.Skill"",""Trident Z5 RGB"",""32GB"",""2x16"",""6000MHz"",""CL36"",""Intel XMP 3.0"",""RGB""]",2026-08-17 11:25:00+00,199.99
ram-gskill-trident-z5-rgb-ddr5-64gb-2x32-6000-cl36-xmp,gskill-trident-z5-rgb-ddr5-64gb-2x32-6000-cl36-xmp,performance,G.Skill Trident Z5 RGB 64GB (2x32GB) DDR5 6000MHz CL36 Intel XMP,G.Skill,ram,Memory Module,"Kit G.Skill Trident Z5 RGB DDR5 de 64GB en configuración dual channel 2x32GB, SKU F5-6000J3636F32GX2-TZ5RK. Variante de alta capacidad para plataformas DDR5, trabaja a 6000MT/s con latencias 36-36-36-96, voltaje probado de 1.35V, perfiles Intel XMP 3.0 y AMD EXPO, formato UDIMM, Non-ECC, Unbuffered y disipador RGB en color negro.",979.99,,,"{""technology"":""DDR5""}","{""speed"":6000,""latency"":36,""timings"":""36-36-36-96"",""voltage"":1.35,""buffered"":false,""capacity"":64,""bandwidth"":""PC5-48000"",""spd_speed"":4800,""technology"":""DDR5"",""ecc_support"":false,""form_factor"":""288-pin UDIMM"",""spd_voltage"":1.1,""dual_channel"":""2x32"",""module_count"":2,""has_dram_cache"":false,""module_capacity"":32,""profile_support"":[""Intel XMP 3.0"",""AMD EXPO""],""overclocking_headroom"":""High""}","[{""name"":""Intel XMP 3.0"",""description"":""Perfil de overclocking optimizado para plataformas Intel DDR5 compatibles.""},{""name"":""AMD EXPO"",""description"":""Perfil adicional de overclocking compatible con plataformas AMD DDR5 compatibles.""},{""name"":""RGB Lighting"",""description"":""Iluminación RGB configurable mediante software G.Skill o software compatible de placa base.""},{""name"":""Hand-Screened DDR5 ICs"",""description"":""Circuitos integrados DDR5 seleccionados para estabilidad a frecuencias elevadas.""},{""name"":""Aluminum Heat Spreader"",""description"":""Disipador de aluminio con diseño Trident Z5 RGB para disipación térmica pasiva.""},{""name"":""Limited Lifetime Warranty"",""description"":""Garantía limitada de por vida proporcionada por G.Skill.""}]","{""latency_ns"":12,""read_speed"":96,""write_speed"":96}","[""DDR5"",""G.Skill"",""Trident Z5 RGB"",""64GB"",""2x32"",""6000MHz"",""CL36"",""Intel XMP 3.0"",""RGB"",""High Capacity""]",2026-08-17 11:25:00+00,840.57
ram-kingston-fury-beast-ddr4-16gb-1x16-3200-cl16,kingston-fury-beast-ddr4-16gb-1x16-3200-cl16,budget,Kingston FURY Beast 16GB (1x16GB) DDR4 3200MHz CL16,Kingston,ram,Memory Module,"Módulo Kingston FURY Beast Black DDR4 de 16GB en configuración single channel 1x16GB, P/N KF432C16BB/16. Funciona a 3200MT/s mediante Intel XMP 2.0, con latencias 16-20-20, voltaje de 1.35V, formato DIMM 288 pines, Non-ECC, Unbuffered, disipador negro de perfil bajo y compatibilidad para plataformas DDR4 Intel y AMD.",149.00,,,"{""technology"":""DDR4""}","{""rank"":""1Rx8"",""speed"":3200,""latency"":16,""timings"":""16-20-20"",""voltage"":1.35,""buffered"":false,""capacity"":16,""technology"":""DDR4"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""1x16"",""module_count"":1,""has_dram_cache"":false,""module_capacity"":16,""profile_support"":[""XMP 2.0""],""overclocking_headroom"":""Medium""}","[{""name"":""Intel XMP 2.0"",""description"":""Perfil de memoria que aplica automáticamente velocidad, voltaje y latencias probadas.""},{""name"":""Low-Profile Heat Spreader"",""description"":""Disipador de perfil bajo para mejorar compatibilidad física con disipadores de CPU y cajas compactas.""},{""name"":""Non-ECC Unbuffered DIMM"",""description"":""Memoria de escritorio estándar sin ECC y sin registro/buffer.""},{""name"":""Single Module Upgrade"",""description"":""Formato de módulo único útil para ampliar capacidad manteniendo ranuras libres.""}]","{""latency_ns"":10,""read_speed"":25.6,""write_speed"":25.6}","[""DDR4"",""Kingston"",""FURY Beast"",""16GB"",""1x16"",""Single Channel"",""3200MHz"",""CL16"",""XMP 2.0""]",2026-08-17 10:58:00+00,146.95
ram-kingston-fury-beast-ddr4-16gb-2x8-3200-cl16,kingston-fury-beast-ddr4-16gb-2x8-3200-cl16,budget,Kingston FURY Beast 16GB (2x8GB) DDR4 3200MHz CL16,Kingston,ram,Memory Module,"Kit Kingston FURY Beast Black DDR4 de 16GB en configuración dual channel 2x8GB, P/N KF432C16BBK2/16. Funciona a 3200MT/s mediante Intel XMP 2.0, con latencias 16-18-18, voltaje de 1.35V, formato DIMM 288 pines, Non-ECC, Unbuffered, disipador negro de perfil bajo y compatibilidad para plataformas DDR4 Intel y AMD.",263.39,,,"{""technology"":""DDR4""}","{""rank"":""1Rx8"",""speed"":3200,""latency"":16,""timings"":""16-18-18"",""voltage"":1.35,""buffered"":false,""capacity"":16,""technology"":""DDR4"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""2x8"",""module_count"":2,""has_dram_cache"":false,""module_capacity"":8,""profile_support"":[""XMP 2.0""],""overclocking_headroom"":""Medium""}","[{""name"":""Intel XMP 2.0"",""description"":""Perfil de memoria que aplica automáticamente velocidad, voltaje y latencias probadas.""},{""name"":""Low-Profile Heat Spreader"",""description"":""Disipador de perfil bajo para mejorar compatibilidad física con disipadores de CPU y cajas compactas.""},{""name"":""Non-ECC Unbuffered DIMM"",""description"":""Memoria de escritorio estándar sin ECC y sin registro/buffer.""},{""name"":""AMD & Intel Compatible"",""description"":""Memoria DDR4 compatible con plataformas Intel y AMD que soporten estos perfiles y frecuencias.""}]","{""latency_ns"":10,""read_speed"":51.2,""write_speed"":51.2}","[""DDR4"",""Kingston"",""FURY Beast"",""16GB"",""2x8"",""3200MHz"",""CL16"",""XMP 2.0""]",2026-08-17 10:58:00+00,192.09
ram-kingston-fury-beast-ddr4-32gb-1x32-3200-cl16,kingston-fury-beast-ddr4-32gb-1x32-3200-cl16,budget,Kingston FURY Beast 32GB (1x32GB) DDR4 3200MHz CL16,Kingston,ram,Memory Module,"Módulo Kingston FURY Beast Black DDR4 de 32GB en configuración single channel 1x32GB, P/N KF432C16BB/32. Funciona a 3200MT/s mediante Intel XMP 2.0, con latencias 16-20-20, voltaje de 1.35V, formato DIMM 288 pines, Non-ECC, Unbuffered, disipador negro de perfil bajo y compatibilidad para plataformas DDR4 Intel y AMD.",567.45,,,"{""technology"":""DDR4""}","{""rank"":""2Rx8"",""speed"":3200,""latency"":16,""timings"":""16-20-20"",""voltage"":1.35,""buffered"":false,""capacity"":32,""technology"":""DDR4"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""1x32"",""module_count"":1,""has_dram_cache"":false,""module_capacity"":32,""profile_support"":[""XMP 2.0""],""overclocking_headroom"":""Medium""}","[{""name"":""Intel XMP 2.0"",""description"":""Perfil de memoria que aplica automáticamente velocidad, voltaje y latencias probadas.""},{""name"":""Low-Profile Heat Spreader"",""description"":""Disipador de perfil bajo para mejorar compatibilidad física con disipadores de CPU y cajas compactas.""},{""name"":""Non-ECC Unbuffered DIMM"",""description"":""Memoria de escritorio estándar sin ECC y sin registro/buffer.""},{""name"":""Single Module Upgrade"",""description"":""Formato de módulo único útil para ampliar capacidad manteniendo ranuras libres.""}]","{""latency_ns"":10,""read_speed"":25.6,""write_speed"":25.6}","[""DDR4"",""Kingston"",""FURY Beast"",""32GB"",""1x32"",""Single Channel"",""3200MHz"",""CL16"",""XMP 2.0""]",2026-08-17 10:58:00+00,259.95
ram-kingston-fury-beast-ddr4-32gb-2x16-3200-cl16,kingston-fury-beast-ddr4-32gb-2x16-3200-cl16,budget,Kingston FURY Beast 32GB (2x16GB) DDR4 3200MHz CL16,Kingston,ram,Memory Module,"Kit Kingston FURY Beast Black DDR4 de 32GB en configuración dual channel 2x16GB, P/N KF432C16BBK2/32. Funciona a 3200MT/s mediante Intel XMP 2.0, con latencias 16-20-20, voltaje de 1.35V, formato DIMM 288 pines, Non-ECC, Unbuffered, disipador negro de perfil bajo y compatibilidad para plataformas DDR4 Intel y AMD.",341.58,,,"{""technology"":""DDR4""}","{""rank"":""1Rx8"",""speed"":3200,""latency"":16,""timings"":""16-20-20"",""voltage"":1.35,""buffered"":false,""capacity"":32,""technology"":""DDR4"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""2x16"",""module_count"":2,""has_dram_cache"":false,""module_capacity"":16,""profile_support"":[""XMP 2.0""],""overclocking_headroom"":""Medium""}","[{""name"":""Intel XMP 2.0"",""description"":""Perfil de memoria que aplica automáticamente velocidad, voltaje y latencias probadas.""},{""name"":""Low-Profile Heat Spreader"",""description"":""Disipador de perfil bajo para mejorar compatibilidad física con disipadores de CPU y cajas compactas.""},{""name"":""Non-ECC Unbuffered DIMM"",""description"":""Memoria de escritorio estándar sin ECC y sin registro/buffer.""},{""name"":""AMD & Intel Compatible"",""description"":""Memoria DDR4 compatible con plataformas Intel y AMD que soporten estos perfiles y frecuencias.""}]","{""latency_ns"":10,""read_speed"":51.2,""write_speed"":51.2}","[""DDR4"",""Kingston"",""FURY Beast"",""32GB"",""2x16"",""3200MHz"",""CL16"",""XMP 2.0""]",2026-08-17 10:58:00+00,518.71
ram-kingston-fury-beast-ddr4-8gb-1x8-3200-cl16,kingston-fury-beast-ddr4-8gb-1x8-3200-cl16,budget,Kingston FURY Beast 8GB (1x8GB) DDR4 3200MHz CL16,Kingston,ram,Memory Module,"Módulo Kingston FURY Beast Black DDR4 de 8GB en configuración single channel 1x8GB, P/N KF432C16BB/8. Funciona a 3200MT/s mediante Intel XMP 2.0, con latencias 16-18-18, voltaje de 1.35V, formato DIMM 288 pines, Non-ECC, Unbuffered, disipador negro de perfil bajo y compatibilidad para plataformas DDR4 Intel y AMD.",139.34,,,"{""technology"":""DDR4""}","{""rank"":""1Rx8"",""speed"":3200,""latency"":16,""timings"":""16-18-18"",""voltage"":1.35,""buffered"":false,""capacity"":8,""technology"":""DDR4"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""1x8"",""module_count"":1,""has_dram_cache"":false,""module_capacity"":8,""profile_support"":[""XMP 2.0""],""overclocking_headroom"":""Medium""}","[{""name"":""Intel XMP 2.0"",""description"":""Perfil de memoria que aplica automáticamente velocidad, voltaje y latencias probadas.""},{""name"":""Low-Profile Heat Spreader"",""description"":""Disipador de perfil bajo para mejorar compatibilidad física con disipadores de CPU y cajas compactas.""},{""name"":""Non-ECC Unbuffered DIMM"",""description"":""Memoria de escritorio estándar sin ECC y sin registro/buffer.""},{""name"":""Single Module Upgrade"",""description"":""Formato de módulo único útil para ampliaciones básicas o builds económicos.""}]","{""latency_ns"":10,""read_speed"":25.6,""write_speed"":25.6}","[""DDR4"",""Kingston"",""FURY Beast"",""8GB"",""1x8"",""Single Channel"",""3200MHz"",""CL16"",""XMP 2.0""]",2026-08-17 10:58:00+00,74.95
ram-kingston-fury-beast-ddr5-16gb-1x16-6000-cl30-expo,kingston-fury-beast-ddr5-16gb-1x16-6000-cl30-expo,performance,Kingston FURY Beast 16GB (1x16GB) DDR5 6000MHz CL30 AMD EXPO,Kingston,ram,Memory Module,"Módulo Kingston FURY Beast Black DDR5 de 16GB en configuración single channel 1x16GB, P/N KF560C30BBE-16. Funciona a 6000MT/s con latencias 30-36-36, voltaje de 1.40V, perfiles AMD EXPO e Intel XMP 3.0, formato 288-pin DIMM, Non-ECC, Unbuffered y disipador negro de bajo perfil.",261.40,,,"{""technology"":""DDR5""}","{""rank"":""1Rx8"",""speed"":6000,""latency"":30,""timings"":""30-36-36"",""voltage"":1.4,""buffered"":false,""capacity"":16,""technology"":""DDR5"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""1x16"",""module_count"":1,""has_dram_cache"":false,""module_capacity"":16,""profile_support"":[""AMD EXPO"",""Intel XMP 3.0""],""overclocking_headroom"":""High""}","[{""name"":""AMD EXPO"",""description"":""Perfil de overclocking certificado para plataformas AMD DDR5 compatibles.""},{""name"":""Intel XMP 3.0"",""description"":""Perfil de memoria compatible con plataformas Intel DDR5 compatibles.""},{""name"":""On-Die ECC"",""description"":""Corrección de errores interna del chip DDR5 para mejorar estabilidad a alta velocidad; no equivale a ECC de servidor.""},{""name"":""PMIC On-Module"",""description"":""Circuito integrado de gestión de energía en el módulo para alimentación DDR5.""},{""name"":""Single Module Upgrade"",""description"":""Formato de módulo único útil para ampliar capacidad manteniendo ranuras libres.""}]","{""latency_ns"":10,""read_speed"":48,""write_speed"":48}","[""DDR5"",""Kingston"",""FURY Beast"",""16GB"",""1x16"",""Single Channel"",""6000MHz"",""CL30"",""AMD EXPO""]",2026-08-17 11:22:00+00,240.49
