id,slug,market_segment,name,brand,type,category,description,price_base_usd,release_date,release_year,compatibility,specs,technologies,benchmarks,tags,created_at,price_base_eur
psu-corsair-rm850e-2025,corsair-rm850e-2025,mid-high,RM850e (2025),Corsair,psu,power_supply,"Versión de 850W de la RM850e, perfecta para builds con GPUs de gama alta. Incluye certificación 80 Plus Gold, ATX 3.1, conector nativo 12V-2x6 y ventilador de 120mm con modo Zero RPM.",139.99,2025-01-15,2025,"{""form_factor"":""ATX 3.1"",""gpu_support"":[""RTX 50 Series"",""RX 90 Series""]}","{""wattage"":850,""ripple_mv"":12,""efficiency"":""80+ Gold"",""protections"":[""OCP"",""OVP"",""UVP"",""OPP"",""SCP"",""OTP""],""modular_type"":""full-modular""}","[{""name"":""Smart Zero Fan"",""description"":""El ventilador permanece apagado en cargas bajas para un funcionamiento silencioso.""},{""name"":""ATX 3.1 & PCIe 5.1 Ready"",""description"":""Conector 12V-2x6 de hasta 450W.""},{""name"":""LLC + DC-to-DC"",""description"":""Topología avanzada para una regulación excelente.""}]","{""noise_level_db"":15,""efficiency_load_50"":91}","[""ATX 3.1"",""PCIe 5.1"",""Gold"",""Full Modular"",""850W"",""Corsair""]",2026-05-03 17:45:11+00,128.99
psu-corsair-rm850x-2024,corsair-rm850x-2024,mid-high,RM850x (2024),Corsair,psu,power_supply,"Considerada una de las mejores 850W del mercado. Ofrece un rendimiento excelente, bajo ruido y 10 años de garantía. Totalmente modular, con certificación 80 Plus Gold y soporte ATX 3.1.",159.99,2024-10-01,2024,"{""form_factor"":""ATX 3.1"",""gpu_support"":[""RTX 4080"",""RTX 5080"",""RX 7900 XTX""]}","{""wattage"":850,""ripple_mv"":10,""efficiency"":""80+ Gold"",""protections"":[""OCP"",""OVP"",""UVP"",""OPP"",""SCP"",""OTP""],""modular_type"":""full-modular""}","[{""name"":""Zero RPM Fan Mode"",""description"":""El ventilador se detiene en cargas bajas para un funcionamiento silencioso.""},{""name"":""ATX 3.1 Support"",""description"":""Cumple con el estándar ATX 3.1 para mayor estabilidad.""},{""name"":""10-Year Warranty"",""description"":""Garantía de 10 años, reflejo de su calidad.""}]","{""noise_level_db"":13,""efficiency_load_50"":92}","[""ATX 3.1"",""Gold"",""Full Modular"",""850W"",""Corsair"",""10 Year Warranty""]",2026-05-03 17:45:12+00,147.99
psu-evga-500-w1,evga-500-w1,entry-level,500 W1,EVGA,psu,power_supply,"Un clásico de presupuesto, muy común en builds de bajo coste. Entrega 500W continuos con certificación 80 Plus White y riel único de +12V.",44.99,2014-06-01,2014,"{""form_factor"":""ATX"",""gpu_support"":[""GTX 1660 Super"",""RX 6500 XT""]}","{""wattage"":500,""ripple_mv"":50,""efficiency"":""80+ White"",""protections"":[""OVP"",""UVP"",""OPP"",""SCP"",""OCP""],""modular_type"":""non-modular""}","[{""name"":""Single +12V Rail"",""description"":""Diseño de riel único de +12V que ofrece la máxima estabilidad y compatibilidad con hardware moderno.""},{""name"":""Quiet Auto-Fan"",""description"":""Ventilador automático de 120 mm con operación silenciosa en cargas moderadas.""}]","{""noise_level_db"":30,""efficiency_load_50"":80}","[""500W"",""80+ White"",""Non-Modular"",""EVGA"",""Budget"",""Entry-Level""]",2026-05-03 17:45:02+00,41.99
psu-evga-supernova-850-g6,evga-supernova-850-g6,mid-high,SuperNOVA 850 G6,EVGA,psu,power_supply,"Una de las 850W más populares de EVGA, con modo ECO y 10 años de garantía. Totalmente modular, certificación 80 Plus Gold y soporte ATX 3.0.",129.99,2022-11-01,2022,"{""form_factor"":""ATX 3.0"",""gpu_support"":[""RTX 3080"",""RTX 4080"",""RX 6800 XT""]}","{""wattage"":850,""ripple_mv"":10,""efficiency"":""80+ Gold"",""protections"":[""OCP"",""OVP"",""UVP"",""OPP"",""SCP"",""OTP""],""modular_type"":""full-modular""}","[{""name"":""ECO Mode"",""description"":""El ventilador se apaga en cargas bajas para un funcionamiento silencioso.""},{""name"":""Full Japanese Capacitors"",""description"":""Condensadores japoneses de alta calidad para máxima fiabilidad.""}]","{""noise_level_db"":15,""efficiency_load_50"":91}","[""ATX 3.0"",""Gold"",""Full Modular"",""850W"",""EVGA"",""10 Year Warranty""]",2026-05-03 17:45:16+00,119.99
psu-fsp-mega-gm-1200w,fsp-mega-gm-1200w,high-end,MEGA GM 1200W,FSP,psu,power_supply,"Fuente de muy alta calidad con excelente relación calidad-precio en su segmento. Certificación 80 Plus Gold y Cybenetics Gold, totalmente modular, compatible con ATX 3.1 y PCIe 5.0 con conector nativo 12VHPWR. Incluye condensadores japoneses de 105°C y ventilador de 135mm.",229.00,2026-01-08,2026,"{""form_factor"":""ATX 3.1"",""gpu_support"":[""RTX 40 Series"",""RTX 50 Series"",""RX 7000 Series"",""RX 90 Series""]}","{""wattage"":1200,""ripple_mv"":10,""efficiency"":""80+ Gold"",""protections"":[""OCP"",""OVP"",""UVP"",""OPP"",""SCP"",""OTP""],""modular_type"":""full-modular""}","[{""name"":""80 PLUS Gold Efficiency"",""description"":""Eficiencia de hasta 90% para un rendimiento energético óptimo.""},{""name"":""ATX 3.1 & PCIe 5.0 Ready"",""description"":""Incluye conector nativo 12VHPWR.""},{""name"":""105°C Japanese Capacitors"",""description"":""Condensadores japoneses de alta calidad para mayor durabilidad.""},{""name"":""10-Year Warranty"",""description"":""Garantía de 10 años.""}]","{""noise_level_db"":15,""efficiency_load_50"":90}","[""1200W"",""80+ Gold"",""Full Modular"",""FSP"",""High-End"",""ATX 3.1"",""10 Year Warranty""]",2026-05-03 17:45:22+00,209.99
psu-msi-mag-a550bn,msi-mag-a550bn,entry-level,MAG A550BN,MSI,psu,power_supply,Fuente de presupuesto muy popular para builds con CPUs como el 12400F o GPUs de gama baja. Cuenta con diseño de circuito DC to DC para mayor estabilidad de voltaje.,49.99,2021-09-15,2021,"{""form_factor"":""ATX"",""gpu_support"":[""RTX 3060"",""RTX 4060"",""RX 6600""]}","{""wattage"":550,""ripple_mv"":35,""efficiency"":""80+ Bronze"",""protections"":[""OCP"",""OVP"",""OPP"",""OTP"",""SCP""],""modular_type"":""non-modular""}","[{""name"":""DC-to-DC Circuit Design"",""description"":""Reduce la inestabilidad de las tensiones de salida y mejora la fiabilidad de la fuente.""},{""name"":""120mm Low Noise Fan"",""description"":""Ventilador de 120 mm con rodamiento de manguito para reducir el ruido generado durante la operación.""}]","{""noise_level_db"":28,""efficiency_load_50"":85}","[""550W"",""80+ Bronze"",""Non-Modular"",""MSI"",""Entry-Level"",""DC-DC""]",2026-05-03 17:45:00+00,45.99
psu-msi-mag-a850gl-pcie5,msi-mag-a850gl-pcie5,mid-high,MAG A850GL PCIE5,MSI,psu,power_supply,"Fuente con conector nativo PCIe 5.0 (12VHPWR) para GPUs de última generación. Totalmente modular, con certificación 80 Plus Gold y ATX 3.0.",119.99,2023-09-15,2023,"{""form_factor"":""ATX 3.0"",""gpu_support"":[""RTX 40 Series"",""RTX 50 Series"",""RX 7000 Series""]}","{""wattage"":850,""ripple_mv"":12,""efficiency"":""80+ Gold"",""protections"":[""OCP"",""OVP"",""UVP"",""OPP"",""SCP"",""OTP""],""modular_type"":""full-modular""}","[{""name"":""PCIe 5.0 Ready"",""description"":""Incluye conector 12VHPWR para alimentar directamente GPUs de alta potencia.""},{""name"":""80 Plus Gold"",""description"":""Eficiencia de hasta 90% a 50% de carga.""}]","{""noise_level_db"":25,""efficiency_load_50"":88}","[""ATX 3.0"",""Gold"",""Full Modular"",""850W"",""MSI"",""PCIe 5.0""]",2026-05-03 17:45:15+00,110.99
psu-seasonic-focus-gx-850,seasonic-focus-gx-850,mid-high,FOCUS GX-850,Seasonic,psu,power_supply,"Competidor directo de la RM850x. Destaca por su calidad de construcción, eficiencia y 10 años de garantía. Fuente completamente modular con certificación 80 Plus Gold y soporte ATX 3.1.",149.99,2024-06-01,2024,"{""form_factor"":""ATX 3.1"",""gpu_support"":[""RTX 4080"",""RTX 5080"",""RX 7900 XTX""]}","{""wattage"":850,""ripple_mv"":10,""efficiency"":""80+ Gold"",""protections"":[""OCP"",""OVP"",""OPP"",""SCP"",""OTP""],""modular_type"":""full-modular""}","[{""name"":""Hybrid Silent Fan Control"",""description"":""El ventilador se apaga en cargas ligeras para un ruido mínimo.""},{""name"":""Premium Japanese Capacitors"",""description"":""Condensadores japoneses de alta calidad para mayor durabilidad.""}]","{""noise_level_db"":14,""efficiency_load_50"":92}","[""ATX 3.1"",""Gold"",""Full Modular"",""850W"",""Seasonic"",""10 Year Warranty""]",2026-05-03 17:45:13+00,137.99
psu-thermaltake-smart-rgb-700w,thermaltake-smart-rgb-700w,entry-level,Smart RGB 700W,Thermaltake,psu,power_supply,"Fuente con iluminación RGB, muy popular en el segmento de presupuesto. Incorpora ventilador de 256 colores con varios modos de iluminación.",64.99,2017-08-20,2017,"{""form_factor"":""ATX"",""gpu_support"":[""RTX 3060 Ti"",""RTX 4060 Ti"",""RX 6700 XT""]}","{""wattage"":700,""ripple_mv"":45,""efficiency"":""80+ White"",""protections"":[""OVP"",""OPP"",""SCP""],""modular_type"":""non-modular""}","[{""name"":""256-Color RGB Lighting"",""description"":""Ventilador de 120 mm integrado con 10 bombillas LED RGB que ofrecen 7 modos de iluminación con memoria incorporada.""},{""name"":""Ultra Quiet Fan"",""description"":""Ventilador de 120 mm con control inteligente de RPM para minimizar el ruido.""}]","{""noise_level_db"":29,""efficiency_load_50"":82}","[""700W"",""80+ White"",""RGB"",""Non-Modular"",""Thermaltake"",""Entry-Level""]",2026-05-03 17:45:03+00,59.99
psu-thermaltake-toughpower-gf3-850w,thermaltake-toughpower-gf3-850w,mid-high,Toughpower GF3 850W,Thermaltake,psu,power_supply,"Fuente con conector nativo 12VHPWR para GPUs de nueva generación y ventilador de 135mm. Totalmente modular, certificación 80 Plus Gold y ATX 3.0.",129.99,2023-06-01,2023,"{""form_factor"":""ATX 3.0"",""gpu_support"":[""RTX 40 Series"",""RTX 50 Series"",""RX 7000 Series""]}","{""wattage"":850,""ripple_mv"":10,""efficiency"":""80+ Gold"",""protections"":[""OCP"",""OVP"",""UVP"",""OPP"",""SCP"",""OTP""],""modular_type"":""full-modular""}","[{""name"":""135mm FDB Fan"",""description"":""Ventilador de 135mm con rodamiento dinámico para un funcionamiento silencioso.""},{""name"":""PCIe 5.0 Ready"",""description"":""Incluye conector nativo 12VHPWR para GPUs de última generación.""}]","{""noise_level_db"":18,""efficiency_load_50"":90}","[""ATX 3.0"",""Gold"",""Full Modular"",""850W"",""Thermaltake"",""PCIe 5.0""]",2026-05-03 17:45:18+00,119.99
psu-toughpower-gt-850w,thermaltake-toughpower-gt-850w,mid-high,Toughpower GT 850W,Thermaltake,psu,power_supply,"Fuente de alimentación 80 Plus Gold con certificación ATX 3.1 y PCIe Gen 5.1. Totalmente modular, incluye conector nativo 12V-2x6 de hasta 450W para GPUs de última generación. Tecnología Smart Zero Fan para funcionamiento ultra silencioso en cargas bajas y ventilador hidráulico de 120mm.",159.00,2024-11-01,2024,"{""form_factor"":""ATX 3.1"",""gpu_support"":[""RTX 50 Series"",""RX 90 Series""]}","{""wattage"":850,""ripple_mv"":10,""efficiency"":""80+ Gold"",""protections"":[""OCP"",""OVP"",""UVP"",""OPP"",""SCP"",""OTP""],""modular_type"":""full-modular""}","[{""name"":""Smart Zero Fan"",""description"":""El ventilador permanece apagado en cargas bajas (<30%) para ruido de 0 dBA.""},{""name"":""ATX 3.1 & PCIe 5.1 Ready"",""description"":""Incluye conector nativo 12V-2x6 con entrega de hasta 450W.""},{""name"":""High Amperage Single +12V Rail"",""description"":""Entrega de hasta 70.8A para componentes de alta demanda.""},{""name"":""DC-to-DC & LLC Circuits"",""description"":""Regulación de voltaje precisa y estable.""}]","{""noise_level_db"":15,""efficiency_load_50"":90}","[""ATX 3.1"",""PCIe 5.1"",""Gold"",""Full Modular"",""Smart Zero Fan"",""12V-2x6"",""Thermaltake""]",2026-05-03 17:22:35.968025+00,146.28
psu-xpg-pylon-650w,adata-xpg-pylon-650w,budget,XPG Pylon 650W,XPG,psu,power_supply,"Fuente de poder 80 Plus Bronze con excelente calidad-precio. Cuenta con un ventilador FDB silencioso, condensadores japoneses y una amplia gama de protecciones industriales. Su topología DC-to-DC minimiza el ruido eléctrico y garantiza un suministro de potencia estable y eficiente para sistemas de entrada y media gama.",69.99,2021-09-30,2021,"{""form_factor"":""ATX"",""gpu_support"":[""RTX 30 Series"",""RX 6000 Series""]}","{""wattage"":650,""ripple_mv"":10,""efficiency"":""80+ Bronze"",""protections"":[""OCP"",""OVP"",""SCP"",""OPP"",""UVP"",""OTP"",""NLO"",""SIP""],""modular_type"":""non-modular""}","[{""name"":""Fluid Dynamic Bearing (FDB) Fan"",""description"":""Ventilador de 120mm con funcionamiento silencioso y mayor vida útil.""},{""name"":""Japanese 105°C Main Capacitor"",""description"":""Condensadores de alta resistencia térmica para mayor estabilidad.""},{""name"":""DC-to-DC Circuit"",""description"":""Optimiza la regulación de voltaje y protege los componentes.""}]","{""noise_level_db"":32,""efficiency_load_50"":85}","[""80 Plus Bronze"",""Budget"",""Non-Modular"",""FDB Fan"",""5 Year Warranty""]",2026-05-03 17:22:26.938814+00,64.39
